19622,18599,16660,17384,19766,22052,4832
18126,19299,17131,11469,22017,21093,5053
17269,19940,17833,17292,19880,25548,5229
18391,18114,17601,17108,19727,25439,5634
18650,18539,17974,17721,18468,24907,7535
17901,19123,16609,19489,21547,29567,3976
17153,17546,17066,17708,20218,23650,5482
18790,19469,18184,19394,20622,20904,4354
18327,19446,18011,22418,10222,23884,140
7624,19801,17924,18445,20079,23607,4745
17261,17333,17530,17234,21126,26794,5497
7339,19660,18358,18687,19697,23617,4971
17174,17216,16917,17473,19352,26588,5446
15927,17581,17555,17823,19884,23799,5515
18616,18076,17550,17434,20046,23145,5283
7341,21406,20518,20823,22150,22943,5056
16602,15771,17691,17759,20797,23790,6042
18350,18701,17806,18205,21257,24772,4386
16781,17660,17319,16744,19519,24688,5319
18582,17076,16773,17570,21014,25765,2805
16516,16265,16044,17626,19335,25382,6104
17715,17663,16607,19362,20880,24707,5378
18345,19751,16195,18629,20886,24073,5277
18345,19751,16195,18629,20886,24073,5277
19127,18684,16306,17897,20217,21482,4892
18110,17361,18556,17509,19364,20152,4840
17013,18052,17764,17802,20010,21561,5225
18694,18666,19023,20437,23718,22029,4661
7220,21309,19569,19224,23010,23737,8893
22206,17248,17737,17245,19192,25471,5428
16134,18297,16355,18016,19703,23317,5200
18289,17721,17514,17188,19672,23733,5331
16981,18387,17785,18011,19238,25288,5550
16768,18363,16626,17000,18984,22671,5610
17656,17544,15954,17799,19180,23095,5344
17053,17970,17768,16062,18714,22255,4671
16725,17375,17781,16971,20198,22259,5991
18160,19418,17798,17740,19719,22787,5928
17140,16375,16953,17592,18877,23414,6292
17165,17605,17425,18142,19303,23000,10427
16742,17945,16777,18785,21576,24065,7652
17046,19229,18017,19717,21198,23376,8599
19117,20088,18963,19513,23022,24271,9281
19812,18899,19381,20540,22929,27117,11549
22655,23201,23416,27211,32118,31510,13129
105,9670,20237,19335,19258,20159,6441
97,15715,14163,15163,18078,20969,4657
16471,16172,14903,15344,15994,19658,4552
14788,13314,13941,14366,17095,19140,3852
16208,17208,14337,15626,19256,19837,5049
15828,13660,14068,15671,18519,21135,5032
16099,13909,13540,14575,17972,20842,4555
17743,17773,15493,16420,18541,20682,4232
15576,17199,15353,13867,17938,19771,4588
15911,12716,13975,11744,14044,20653,4817
17054,17019,17165,13668,20368,24953,3939
14251,16552,15912,15819,17741,19507,5239
15918,17089,15718,18132,18132,21214,4650
16693,16471,17499,20471,11489,19751,2525
6598,1873,15526,16848,18225,18102,4629
17070,14587,16195,16037,16666,19035,4248
16961,15949,15572,15955,17260,19362,5455
16632,15742,15170,15593,16779,21146,4399
16772,16871,15266,16982,18954,19731,5313
5699,16736,16348,16316,18044,21020,4416
16942,16407,15507,15985,17915,16625,4478
16955,16635,15450,16254,18338,22316,4468
6297,17183,17134,18066,19337,20609,4606
17259,16234,16731,16023,18593,21863,4424
16600,16466,16136,18501,18366,22214,4450
16197,15688,14828,15173,16839,19495,3731
15543,15396,14418,14673,16895,20903,5050
15828,15204,14900,14830,16814,17705,5179
14757,15247,13672,14894,16444,19822,5157
14828,15541,15154,16011,16767,22087,4646
17555,16030,16194,15461,17677,18999,4053
17414,17435,16194,16658,18361,20139,4354
16508,16215,15278,16189,16492,21007,4151
15417,16296,15201,16658,18208,19913,4235
16790,16363,15652,17421,17963,21310,3709
6653,19520,17252,18106,21102,27713,5063
17708,17541,16159,15655,17212,18562,6233
16370,15826,16025,15742,17494,19796,4842
18120,15828,14893,14725,14890,23551,5074
15563,16701,16081,15598,16001,21893,5038
15984,16721,15414,15342,16108,20869,4364
15526,15328,14937,14494,15192,18959,4780
16333,16004,14968,15138,17297,20502,4644
15874,14759,15126,15256,17775,33101,5460
17957,15922,16949,16671,18578,22573,6063
16621,16730,16106,15873,18219,24603,5342
17517,17104,16322,18780,19379,22643,9898
17753,17167,16077,15958,20604,22686,6903
18831,16526,16455,16155,21072,24631,8459
18995,18062,15357,20388,21229,26266,9701
19410,18215,17831,18174,20759,23623,10965
21929,22924,22986,26707,31515,30908,12902
18483,0,8494,16004,19117,18914,4824
